Date,Conductance,LocationIdentifier,HydrologicCondition,HydrologicEvent,,,,,,,,,,,,,,,,,,,,,ProjectIdentifier,ActivityConductingOrganizationText,ActivityCommentText,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultStatusIdentifier,ActivityStartTime/Time
1996-08-09,538,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,06:51:00
1996-08-20,544,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1996-08-20,543,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1996-10-02,563,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:17:00
1996-11-08,580,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:15:00
1996-11-08,588,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:15:00
1996-12-19,639,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:00:00
1997-01-03,587,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,07:30:00
1997-02-26,595,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:40:00
1997-03-07,556,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:30:00
1997-03-07,573,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:30:00
1997-04-09,504,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:10:00
1997-05-15,248,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:45:00
1997-05-23,234,USGS-09085000,Falling stage,Snowmelt,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,10:45:00
1997-05-23,236,USGS-09085000,Falling stage,Snowmelt,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,10:45:00
1997-05-28,307,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:15:00
1997-06-25,205,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:30:00
1997-08-05,401,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:20:00
1997-08-20,447,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,15:30:00
1997-08-20,448,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,15:30:00
1997-09-10,508,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,11:00:00
1997-09-10,485,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,11:00:00
1997-09-18,539,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,08:05:00
1997-10-08,472,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:05:00
1997-10-21,465,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,11:00:00
1997-10-21,477,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,11:00:00
1997-11-19,525,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:55:00
1998-01-07,542,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:30:00
1998-01-29,514,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:30:00
1998-02-17,545,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:20:00
1998-03-13,501,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,07:25:00
1998-03-13,526,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,07:25:00
1998-04-06,497,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:50:00
1998-05-12,294,USGS-09085000,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,16:15:00
1998-05-12,301,USGS-09085000,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,16:15:00
1998-05-20,264,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:35:00
1998-06-01,238,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:30:00
1998-06-09,315,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,10:30:00
1998-07-06,274,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:35:00
1998-07-29,358,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,10:13:00
1998-08-19,552,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:10:00
1998-08-19,567,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:10:00
1998-10-05,512,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,15:00:00
1998-10-20,567,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:05:00
1998-10-20,580,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,15:05:00
1998-11-18,595,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,16:00:00
1999-01-21,594,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,08:10:00
1999-02-23,600,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:00:00
1999-04-05,573,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:45:00
1999-04-19,524,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,11:02:00
1999-04-19,543,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,11:02:00
1999-05-19,322,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:35:00
1999-05-27,252,USGS-09085000,"Stable, high stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,08:37:00
1999-05-27,252,USGS-09085000,"Stable, high stage",Snowmelt,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Historical,08:37:00
1999-06-28,212,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:50:00
1999-07-22,413,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-95 plastic bottle,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,Historical,08:00:00
1999-08-10,455,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,13:00:00
1999-08-19,492,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:00:00
1999-08-19,483,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,09:00:00
1999-10-05,546,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,14:30:00
1999-11-15,621,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,12:50:00
1999-12-02,595,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,14:40:00
1999-12-02,577,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,14:40:00
2000-01-14,588,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,11:40:00
2000-03-10,584,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,10:25:00
2000-04-24,391,USGS-09085000,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US DH-95 plastic bottle,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,Historical,12:30:00
2000-04-24,394,USGS-09085000,"Stable, normal stage",Snowmelt,Equal width increment (ewi),US DH-95 plastic bottle,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,Historical,12:30:00
2000-06-06,233,USGS-09085000,Falling stage,Snowmelt,Equal width increment (ewi),US DH-95 plastic bottle,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,Historical,11:50:00
2000-06-06,234,USGS-09085000,Falling stage,Snowmelt,Equal width increment (ewi),US DH-95 plastic bottle,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,Historical,11:50:00
2000-07-14,535,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Historical,09:45:00
2000-07-26,545,USGS-09085000,"Stable, low stage",Routine sample,Single vertical,US DH-81,,,,,,,,,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Single vertical,US DH-81,Historical,11:10:00
2000-08-21,562,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:25:00
2000-08-21,551,USGS-09085000,"Stable, normal stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Historical,12:25:00
2000-10-05,677,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:10:00
2000-10-05,677,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:11:00
2000-10-05,670,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:13:00
2000-10-05,662,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,16:16:00
2000-11-08,657,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Accepted,16:25:00
2000-11-08,660,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Accepted,16:25:00
2000-11-08,666,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:24:00
2000-11-08,665,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:25:00
2000-11-08,661,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:26:00
2000-11-08,658,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:27:00
2000-11-08,655,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:28:00
2000-11-08,654,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:29:00
2000-11-08,652,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,15:30:00
2000-12-20,637,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:25:00
2001-02-09,620,USGS-09085000,"Stable, low stage",Routine sample,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Accepted,13:45:00
2001-02-09,624,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:30:00
2001-02-09,625,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:31:00
2001-02-09,624,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:32:00
2001-02-09,623,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:33:00
2001-02-09,622,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:34:00
2001-02-09,620,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:35:00
2001-02-09,619,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:36:00
2001-02-09,618,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:37:00
2001-02-09,618,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:38:00
2001-02-09,617,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:39:00
2001-02-09,616,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:40:00
2001-02-09,616,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:41:00
2001-02-09,615,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,13:42:00
2001-04-04,586,USGS-09085000,Rising stage,Snowmelt,Equal width increment (ewi),US DH-81,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Accepted,11:20:00
2001-04-04,582,USGS-09085000,Rising stage,Snowmelt,Equal width increment (ewi),US DH-81,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US DH-81,Accepted,11:20:00
2001-05-09,381,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,11:50:00
2001-05-30,251,USGS-09085000,Peak stage,Snowmelt,Equal width increment (ewi),US D-77 TM,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Accepted,10:45:00
2001-05-30,254,USGS-09085000,Peak stage,Snowmelt,Equal width increment (ewi),US D-77 TM,,,WHT03,USGS,"Specific cond, lab, autom bridge","USGS TWRI 5-A1/1989, p 461",,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,Accepted,10:45:00
2001-05-30,249,USGS-09085000,"Stable, normal stage",Routine sample,USGS,Unknown,,,,,,,,,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,,USGS,USGS,Unknown,Accepted,10:26:00
