OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00501399,Sample-Routine,Water,Surface Water,2005-04-12,09:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Open-Mouth Bottle,,Alkalinity,Dissolved,108,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99800374,Sample-Routine,Water,Surface Water,1997-10-21,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US D-77 TM,,Alkalinity,Dissolved,109,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00401635,Sample-Routine,Water,Surface Water,2004-04-20,14:25:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,109,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01600432,Sample-Routine,Water,Surface Water,2015-12-16,12:30:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81,,Alkalinity,Dissolved,112,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01301085,Sample-Routine,Water,Surface Water,2013-03-13,10:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81,,Alkalinity,Dissolved,112,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.02000096,Sample-Routine,Water,Surface Water,2019-10-24,09:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,113,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00701102,Sample-Routine,Water,Surface Water,2007-04-16,16:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,113,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT013,USGS,"Alkalinity, wf, field, increment",,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01900406,Sample-Routine,Water,Surface Water,2018-12-19,11:00:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,115,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01400742,Sample-Routine,Water,Surface Water,2014-02-13,11:30:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,116,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01105782,Sample-Routine,Water,Surface Water,2011-09-28,15:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,118,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01903183,Sample-Routine,Water,Surface Water,2019-09-25,16:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,119,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01001660,Sample-Routine,Water,Surface Water,2010-04-14,10:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,120,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01100568,Sample-Routine,Water,Surface Water,2010-11-16,11:05:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-3260010 Received November 20, 2010",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,123,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00503409,Quality Control Sample-Field Replicate,Water,Surface Water,2005-09-07,10:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-2520183 X = Station ID on FA, FU and RA= 09083800",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,123,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.02000891,Sample-Routine,Water,Surface Water,2020-02-25,13:45:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,126,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01801149,Sample-Routine,Water,Surface Water,2018-03-19,14:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,127,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01600546,Sample-Routine,Water,Surface Water,2016-01-06,10:15:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,128,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01400054,Sample-Routine,Water,Surface Water,2013-10-22,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,128,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01800147,Sample-Routine,Water,Surface Water,2017-11-06,16:55:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,129,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01703855,Sample-Routine,Water,Surface Water,2017-08-28,14:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,129,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00800053,Sample-Routine,Water,Surface Water,2007-10-10,14:10:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,130,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01600431,Sample-Routine,Water,Surface Water,2015-12-16,15:30:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,131,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01901162,Sample-Routine,Water,Surface Water,2019-03-20,16:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,L-0860119 Dropped RA and the cap broke. About 1/2 of the water drained out. 3/27/2019 mec,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,135,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01900405,Sample-Routine,Water,Surface Water,2018-12-19,14:30:00,MST,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,139,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01301086,Sample-Routine,Water,Surface Water,2013-03-13,13:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81,,Alkalinity,Dissolved,139,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00403988,Sample-Routine,Water,Surface Water,2004-09-09,10:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-2540155 Changed field cond. value from 6.76 to correct apparent typo on ASR, 12/16/04, dm.",,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,139,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01203699,Sample-Routine,Water,Surface Water,2012-07-24,14:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-2120021 Received July 27, 2012",,"Stable, normal stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US DH-81,,Alkalinity,Dissolved,142,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00402288,Quality Control Sample-Field Replicate,Water,Surface Water,2004-05-24,16:10:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,"L-1490171 x=cooler received late (11:20am,5/28/04) according to DOI contract with FedEX. File claim with FedEX.com for late delivery charges.",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,16,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99704223,Sample-Routine,Water,Groundwater,1997-09-10,09:30:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-390810106463000,,,"Stable, normal stage",Routine sample,4040,USGS parameter code 82398,Submersible pump,Submersible positive-pressure pump,,Alkalinity,Dissolved,26,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99704221,Sample-Routine,Water,Groundwater,1997-09-09,10:00:00,MDT,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-390421106533400,,,"Stable, normal stage",Routine sample,4040,USGS parameter code 82398,Submersible pump,Submersible positive-pressure pump,,Alkalinity,Dissolved,26,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99800375,Sample-Routine,Water,Surface Water,1997-10-22,08:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,28,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00500536,Sample-Routine,Water,Surface Water,2004-11-22,13:10:00,MST,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09073300,,,"Stable, normal stage",Routine sample,40,USGS parameter code 82398,Multiple verticals,Other,,Alkalinity,Dissolved,28,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99801432,Sample-Routine,Water,Surface Water,1998-03-12,09:25:00,MST,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09073400,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,36,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00701560,Sample-Routine,Water,Surface Water,2007-06-06,18:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, high stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US D-95 plastic bottle,,Alkalinity,Dissolved,59,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT013,USGS,"Alkalinity, wf, field, increment",,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00601484,Sample-Routine,Water,Surface Water,2006-05-25,16:50:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,"L-1500037 Received May 27,2006",,Falling stage,Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,,Alkalinity,Dissolved,61,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00901720,Sample-Routine,Water,Surface Water,2009-05-14,12:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, high stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,61.1,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01602560,Sample-Routine,Water,Surface Water,2016-06-27,12:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,"L-1820234 FED EX LATE DELIVEY   Received June 30, 2016",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,61.3,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01902006,Sample-Routine,Water,Surface Water,2019-07-01,14:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, high stage",Routine sample,15,USGS parameter code 82398,"10 or more equal width verticals, equal non-iso transit rate limited by velocity",US D-95 plastic bottle,,Alkalinity,Dissolved,61.3,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00601482,Sample-Routine,Water,Surface Water,2006-05-25,08:30:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-1500036 Received May 27,2006",,Falling stage,Routine sample,70,USGS parameter code 82398,Grab sample  (dip),Open-Mouth Bottle,,Alkalinity,Dissolved,62,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01301934,Sample-Routine,Water,Surface Water,2013-05-16,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-1400190 Received May 18, 2013",,Rising stage,Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US D-95 plastic bottle,,Alkalinity,Dissolved,67.9,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01602559,Sample-Routine,Water,Surface Water,2016-06-27,15:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,"L-1820235 FED EX LATE DELIVEY   Received June 30, 2016",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,68.3,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01003429,Sample-Routine,Water,Surface Water,2010-06-23,11:05:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09085000,"L-1750091 District contact email is missing in mandatory field, JNV",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,69.8,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01003430,Sample-Routine,Water,Surface Water,2010-06-23,14:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,tech samples,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,70.8,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.00402289,Sample-Routine,Water,Surface Water,2004-05-25,10:15:00,MDT,,,,,,,,,,,,U.S. Geological Survey-Water Resources Discipline,USGS-09081000,"L-1490170 x=cooler received late (11:20am,5/28/04) according to DOI contract with FedEX. File claim with FedEX.com for late delivery charges.",,"Stable, normal stage",Snowmelt,10,USGS parameter code 82398,Equal width increment (ewi),US D-95 plastic bottle,,Alkalinity,Dissolved,71,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01401478,Sample-Routine,Water,Surface Water,2014-04-23,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,"L-1180177 RECEIVED APRIL 25, 2014",,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,75.8,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01901524,Sample-Routine,Water,Surface Water,2019-05-17,09:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, high stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,76.4,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.99801431,Quality Control Sample-Field Replicate,Water,Surface Water,1998-03-11,12:15:00,MST,,,,,,,,,,,National Water Quality Assessment Program (NAWQA),U.S. Geological Survey-Water Resources Discipline,USGS-09081000,,,"Stable, low stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-81,,Alkalinity,Dissolved,81,mg/l CaCO3,,Historical,,Actual,,,,,,,39086,,,,,,,,,,,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01501654,Quality Control Sample-Field Replicate,Water,Surface Water,2015-05-29,11:00:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09081000,,,"Stable, normal stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,81.3,mg/l CaCO3,,Accepted,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
USGS-CO,USGS Colorado Water Science Center,nwisco.01.01901523,Sample-Routine,Water,Surface Water,2019-05-17,11:45:00,MDT,,,,,,,,,,,,U.S. Geological Survey,USGS-09085000,,,"Stable, high stage",Routine sample,10,USGS parameter code 82398,Equal width increment (ewi),US DH-95 plastic bottle,,Alkalinity,Dissolved,81.3,mg/l CaCO3,,Preliminary,,Actual,,,,,,,39086,,,,,,TT061,USGS,"Alkalinity, IPT, Hach",USGS National Field Manual,U.S. Geological Survey-Water Resources Discipline,,,,,,,NWIS
